customer_id,month,salary_credit,monthly_spending,account_balance
30,5,53214,22134,180892
30,6,51364,29349,164538
30,7,50947,28374,163165
30,8,52090,31132,166002
30,9,52834,28327,165043
30,10,45801,31391,163512
30,11,50974,30187,163507
30,12,51435,27396,166722
31,1,42974,14567,124980
31,2,37293,12096,124372
31,3,37827,17936,111210
31,4,39946,12460,117236
31,5,41441,12404,121808
31,6,38061,14741,115295
31,7,43686,14461,110361
31,8,39403,14042,111743
31,9,43901,12212,126386
31,10,40111,15492,120293
31,11,42987,17363,120872
31,12,38214,15517,117751
32,1,54713,26135,322130
32,2,49922,26929,311579
32,3,50929,30910,313088
32,4,50929,25926,312046
32,5,53579,24075,323693
32,6,52734,25535,322521
32,7,47370,26779,329398
32,8,45734,26001,315657
32,9,48370,33900,319405
32,10,49494,31012,320485
32,11,46670,25975,329509
32,12,51055,28242,325496
33,1,30187,24232,170723
33,2,27732,20235,160541
33,3,28896,20689,156592
33,4,31129,19783,157652
33,5,32790,16544,167867
33,6,30834,23666,162001
33,7,30130,19331,168968
33,8,27837,16751,167958
33,9,31228,18169,159833
33,10,27974,18058,164569
33,11,31035,20165,159975
33,12,32780,18610,170915
34,1,51765,27619,289641
34,2,53268,33245,287219
34,3,48485,26916,292441
34,4,45482,37112,283202
34,5,54933,34310,294968
34,6,52384,35882,291094
34,7,52651,36470,279468
34,8,53078,34433,276354
34,9,48171,35762,279066
34,10,46202,31718,294510
34,11,48245,29499,280160
34,12,50634,29673,280946
35,1,32708,19415,53817
35,2,27653,14654,64196
35,3,28476,16889,60874
35,4,31589,19182,65818
35,5,30127,19246,61846
35,6,32380,14124,59182
35,7,28460,19960,64686
35,8,28182,16906,57522
35,9,27608,16951,59791
35,10,30138,18207,62524
35,11,31818,17315,69129
35,12,30662,18521,64848
36,1,65593,55493,191420
36,2,64218,53553,187248
36,3,70370,40174,196975
36,4,71931,47836,191188
36,5,66193,42071,198146
36,6,65446,44900,188048
36,7,67947,42543,183069
36,8,67228,51959,185436
36,9,68932,50734,181898
36,10,73733,40885,191407
36,11,71212,41233,198619
36,12,75169,47032,196749
37,1,139253,49055,840742
37,2,155854,51854,847927
37,3,138851,45379,854009
37,4,145116,62664,843148
37,5,137382,44981,849024
37,6,152872,51786,846490
37,7,145306,56444,854572
37,8,150571,44592,847140
37,9,137097,56941,838119
37,10,154526,54628,838812
37,11,148705,47239,841633
37,12,164824,57408,846070
38,1,67866,27910,539325
38,2,69648,24952,539648
38,3,68590,22542,540757
38,4,66411,27979,545597
38,5,71730,21879,537097
38,6,64787,29597,541917
38,7,72922,21325,537984
38,8,66683,24718,548926
38,9,67848,23450,551082
38,10,67277,25104,550275
38,11,71408,26347,550028
38,12,74007,26964,537637
39,1,67265,25252,192589
39,2,63320,26136,198235
39,3,67845,36109,195000
39,4,76058,31250,187159
39,5,69818,31627,183790
39,6,74610,28123,181403
39,7,68581,26046,194349
39,8,64704,30073,196220
39,9,64892,35957,186840
39,10,64708,31482,187607
39,11,70085,29603,181367
39,12,71971,26892,184052
40,1,49303,21905,152982
40,2,52826,22861,153940
40,3,51921,20811,161617
40,4,54966,28397,148916
40,5,47208,21936,147953
40,6,50270,24483,162956
40,7,52920,24268,148301
40,8,46946,23894,149083
40,9,46768,24089,151250
40,10,45110,24382,154082
40,11,45191,22805,155527
40,12,46896,26429,162362
41,1,93000,62358,483305
41,2,99520,63731,502589
41,3,97847,79298,501768
41,4,109106,74757,483104
41,5,108856,75346,486343
41,6,95093,76204,501375
41,7,99229,70741,499871
41,8,107902,70727,499174
41,9,107787,65736,497628
41,10,104748,67388,491935
41,11,90833,55923,486168
41,12,91441,55560,485423
42,1,103206,61195,472607
42,2,98485,46103,473679
42,3,109357,50814,469544
42,4,97638,48827,478992
42,5,95108,50045,477000
42,6,102878,56013,474078
42,7,109369,61955,473146
42,8,109599,57598,477076
42,9,108405,55802,484073
42,10,96765,64819,479400
42,11,97443,53839,483545
42,12,102258,65151,469629
43,1,94421,73910,197929
43,2,104569,68899,212199
43,3,91077,57573,208401
43,4,100791,67695,210685
43,5,92634,67646,213549
43,6,94270,62184,208145
43,7,100844,64281,206334
43,8,95950,63652,216472
43,9,91875,63954,207124
43,10,105222,53603,206181
43,11,101160,69775,214526
43,12,109836,52092,207675
44,1,53480,26943,337618
44,2,52457,20895,354408
44,3,52586,25410,338518
44,4,46488,21873,346622
44,5,50020,20157,344131
44,6,51433,26378,335548
44,7,50930,22688,340123
44,8,45018,20666,349072
44,9,51195,22347,335615
44,10,48876,22791,345357
44,11,49809,25068,350622
44,12,46041,21113,341178
45,1,145027,91004,837024
45,2,141295,92319,842189
45,3,148205,70174,838187
45,4,148020,68251,833582
45,5,136876,91543,841449
45,6,164950,95848,841959
45,7,140204,86189,848974
45,8,158569,69222,833664
45,9,164733,89773,848161
45,10,152156,84563,840260
45,11,145035,66212,842008
45,12,159950,74279,850215
46,1,36644,30163,165564
46,2,43275,30741,171310
46,3,42124,23871,174598
46,4,37050,26524,162078
46,5,41255,32691,175720
46,6,38261,22607,170016
46,7,38093,24845,180134
46,8,42297,32893,162473
46,9,39597,30702,169491
46,10,39900,22486,163102
46,11,40957,28328,176351
46,12,40259,26659,174748
47,1,54795,31545,372799
47,2,46911,34388,381169
47,3,48495,31091,378391
47,4,52200,35560,386398
47,5,53506,37667,380925
47,6,46147,42063,389520
47,7,45676,39823,372679
47,8,45817,36153,374694
47,9,49286,31486,385403
47,10,53499,39252,371143
47,11,53619,36181,374796
47,12,50454,30329,375712
48,1,45179,15767,168542
48,2,46616,16725,157232
48,3,54849,20556,152522
48,4,45652,18271,160592
48,5,47824,17728,169067
48,6,46054,19701,169219
48,7,48804,20582,152960
48,8,46867,15528,169348
48,9,52928,19114,157648
48,10,52979,17767,152694
48,11,50330,16002,170318
48,12,52932,17180,156939
49,1,52985,27348,138119
49,2,53824,25835,147362
49,3,48196,27538,142315
49,4,46224,25113,133496
49,5,54970,27459,140651
49,6,46298,24759,142805
49,7,45293,26014,132439
49,8,46874,26338,141800
49,9,54182,19450,148512
49,10,54880,26736,145888
49,11,49592,21727,145750
49,12,53192,26538,141390
50,1,69097,49098,237163
50,2,74780,47079,238697
50,3,66555,38694,231836
50,4,67408,38174,232705
50,5,65339,50585,234577
50,6,66909,50349,231188
50,7,70177,43918,235375
50,8,63464,43892,242312
50,9,73629,55316,231139
50,10,74038,50770,241196
50,11,72110,54756,233201
50,12,65367,45526,237448
51,1,143401,119333,647642
51,2,159781,112694,637435
51,3,164453,109439,647792
51,4,144142,118124,650275
51,5,154052,102278,649677
51,6,138607,86351,643064
51,7,142256,84016,643999
51,8,143514,117922,650506
51,9,141790,113985,632400
51,10,136444,121193,647209
51,11,155034,108264,651942
51,12,153785,105680,641637
52,1,75734,43580,498560
52,2,63905,48260,502711
52,3,70244,39682,495973
52,4,69084,45289,499480
52,5,67771,35345,506181
52,6,71499,42961,501858
52,7,66324,41019,490163
52,8,68383,40616,500485
52,9,66677,37088,508170
52,10,73410,40920,498694
52,11,68697,47209,496108
52,12,69614,33399,497207
53,1,70518,42982,346190
53,2,63514,31746,333344
53,3,69479,36723,345734
53,4,70177,34539,346831
53,5,74433,34404,329502
53,6,70442,43369,345213
53,7,75239,37551,343761
53,8,63627,36905,340078
53,9,68905,36309,341390
53,10,72393,34007,335235
53,11,67331,42525,329634
53,12,74496,30142,341793
54,1,137768,70574,834350
54,2,157535,56294,845056
54,3,144632,74747,839304
54,4,155057,72812,852296
54,5,161641,70638,842516
54,6,154082,79190,840959
54,7,139629,59036,845192
54,8,150899,76899,839854
54,9,159600,73253,852265
54,10,148465,56658,835413
54,11,136312,57708,845751
54,12,141481,67048,851230
55,1,68379,34640,319264
55,2,75832,34370,316380
55,3,75455,28450,316015
55,4,71415,38252,309772
55,5,68243,30635,310809
55,6,72040,28909,318627
55,7,65162,28636,307248
55,8,68304,28371,310883
55,9,64003,34068,310757
55,10,72479,36841,300566
55,11,74784,36480,315482
55,12,69356,38007,317921
56,1,146863,50105,1174909
56,2,149635,46138,1159784
56,3,138484,64027,1165651
56,4,149220,52941,1158400
56,5,159801,64636,1172588
56,6,146684,51672,1164766
56,7,158206,64551,1173463
56,8,151611,55055,1163113
56,9,160156,51036,1167184
56,10,142780,47537,1157955
56,11,145273,49175,1166106
56,12,159920,55123,1177455
57,1,204826,71441,1157693
57,2,185919,92576,1144141
57,3,201720,72299,1147688
57,4,203720,84351,1143189
57,5,198338,66140,1153502
57,6,211620,68958,1142688
57,7,191030,93373,1157364
57,8,218784,95710,1146242
57,9,219239,80596,1154350
57,10,203549,77088,1148750
57,11,200897,83170,1143935
57,12,195461,81500,1144289
58,1,45594,28356,225420
58,2,53469,40953,237518
58,3,48118,31935,236360
58,4,54715,31435,242187
58,5,52625,41465,228881
58,6,52227,38114,235449
58,7,51444,39915,234980
58,8,47787,31293,235342
58,9,47006,42391,234626
58,10,45023,28936,226399
58,11,53341,38793,232995
58,12,54370,39946,231428
59,1,76267,36555,316136
59,2,70316,40564,312893
59,3,64581,50134,305445
59,4,69695,37841,315503
59,5,68640,40488,300177
59,6,75087,42359,315244
59,7,76009,42426,301323
59,8,67500,43684,299990
59,9,70685,39147,300450
59,10,71448,41591,312683
59,11,65629,47977,303187
59,12,69355,49770,299211
60,1,39973,16327,272353
60,2,42590,19454,274424
60,3,41989,16566,285676
60,4,36374,16270,281495
60,5,36030,16060,272684
60,6,43447,20205,273146
60,7,38163,20319,271931
60,8,40574,20780,277788
60,9,39379,16993,283335
60,10,43712,14934,276070
60,11,39950,17066,279400
60,12,41630,14327,279588
61,1,90963,69518,775669
61,2,100008,71659,780221
61,3,92219,77600,765818
61,4,90057,84214,773787
61,5,98330,83131,775696
61,6,94239,78276,762468
61,7,94314,78878,769851
61,8,90718,70540,775072
61,9,104741,87620,780067
61,10,103643,72702,769010
61,11,91706,60179,778395
61,12,91161,62197,762136
62,1,152853,53876,1045839
62,2,150570,71772,1048652
62,3,158219,74328,1054781
62,4,138945,76585,1056394
62,5,137291,63865,1063614
62,6,138606,60729,1062346
62,7,145254,73420,1063388
62,8,145442,63574,1058277
62,9,152042,71382,1061794
62,10,164225,76316,1063029
62,11,161956,74604,1059502
62,12,143734,59161,1057341
63,1,105703,52801,493167
63,2,102891,45210,497107
63,3,97313,39281,488105
63,4,102394,51120,495830
63,5,105626,45511,489098
63,6,106222,46528,487452
63,7,103482,39890,481518
63,8,108947,41257,490361
63,9,100776,36373,483759
63,10,103801,51729,486385
63,11,94605,36089,482142
63,12,109158,44652,494796
64,1,101217,83584,573304
64,2,94183,59828,569019
64,3,105862,83287,576524
64,4,103182,61547,575412
64,5,109028,87403,570411
64,6,109622,74991,571093
64,7,98739,75692,563164
64,8,105851,84866,563841
64,9,109202,73588,579858
64,10,105146,63087,570744
64,11,105461,67416,575019
64,12,109203,80654,570822
65,1,100293,39721,761230
65,2,90583,35090,763776
65,3,90008,41038,753643
65,4,109801,41794,747892
65,5,90898,39052,754887
65,6,91814,28750,753494
65,7,109018,36451,764865
65,8,102440,42326,750672
65,9,101281,33360,765108
65,10,94807,30998,759904
65,11,109487,28678,758318
65,12,94417,28839,747629
66,1,32037,10528,105014
66,2,32364,14470,103319
66,3,29405,13570,101510
66,4,29858,12265,93660
66,5,30546,10736,107478
66,6,27196,12946,107134
66,7,32276,12081,106119
66,8,31960,10056,106003
66,9,31161,13609,102745
66,10,31948,12354,97094
66,11,27272,11246,101596
66,12,27225,10450,95256
67,1,96201,69850,324854
67,2,104837,72834,330380
67,3,96058,59457,328736
67,4,92507,59756,319361
67,5,106133,76322,317288
67,6,97863,66242,327235
67,7,97613,61737,315420
67,8,90413,58018,324688
67,9,101675,75488,324444
67,10,99637,60388,325569
67,11,104288,70547,314947
67,12,100277,64152,324214
68,1,29067,12904,83115
68,2,28171,14902,86792
68,3,30990,13707,85843
68,4,31207,17327,82609
68,5,29611,16198,94547
68,6,29283,13743,100386
68,7,29323,18468,90995
68,8,27151,18038,101354
68,9,31785,16621,87204
68,10,29625,14201,101791
68,11,31902,16180,90547
68,12,30244,15437,100295
69,1,153750,55234,952446
69,2,155181,66682,943727
69,3,144385,69988,944858
69,4,159984,69291,946490
69,5,142425,51569,941129
69,6,151465,54545,949492
69,7,153638,55652,943777
69,8,161339,62124,933856
69,9,158512,54500,952913
69,10,155563,55614,945222
69,11,146217,70206,946421
69,12,158545,65176,945471
70,1,198004,123211,522208
70,2,218827,87462,513635
70,3,187592,106867,525903
70,4,193860,99228,518809
70,5,204219,104160,525761
70,6,190741,94669,522472
70,7,207591,88730,513165
70,8,218056,95076,524884
70,9,207831,101728,515201
70,10,205940,93839,530880
70,11,208151,98220,512953
70,12,207041,112017,524679
71,1,47026,30484,392865
71,2,51801,28370,378416
71,3,50829,26544,374102
71,4,54575,28263,389616
71,5,51172,32273,382387
71,6,51649,29429,392222
71,7,49335,24653,381694
71,8,45843,33072,377696
71,9,50127,28727,376982
71,10,50894,30787,376444
71,11,51706,31819,384298
71,12,46992,33900,379139
72,1,32309,10189,219293
72,2,32596,10878,225959
72,3,29384,10747,215024
72,4,31427,10780,214700
72,5,31624,10379,224758
72,6,30506,10852,219498
72,7,32191,12464,232267
72,8,31724,10493,218468
72,9,30827,12115,231073
72,10,29655,11327,219678
72,11,31703,10344,230456
72,12,28754,10449,221362
73,1,66643,35438,332303
73,2,70229,45727,342395
73,3,72299,47289,329868
73,4,74570,40143,339556
73,5,63111,47993,329530
73,6,70210,41609,327260
73,7,67953,46417,333496
73,8,74593,36366,339327
73,9,74009,43195,328400
73,10,70078,48264,334172
73,11,68498,41901,346178
73,12,67884,41380,327286
74,1,69851,47178,325978
74,2,63027,52792,323305
74,3,74052,44599,327513
74,4,64169,39207,321549
74,5,75343,41195,328786
74,6,64474,43153,328013
74,7,71508,43600,316762
74,8,66412,44032,328921
74,9,66073,57474,325070
74,10,70796,46909,333857
74,11,75200,52020,319565
74,12,65403,48547,320086
75,1,141187,83259,1156412
75,2,141129,87295,1140794
75,3,135543,97214,1158774
75,4,147243,100447,1151257
75,5,156439,100306,1144495
75,6,156703,88265,1141106
75,7,161225,76700,1151788
75,8,143565,88123,1152278
75,9,140503,99380,1145596
75,10,135401,83882,1142706
75,11,159106,101009,1159593
75,12,141238,71080,1159551
76,1,189261,133403,481873
76,2,197855,93845,478274
76,3,194901,93787,472767
76,4,206269,122804,477903
76,5,195169,128362,479348
76,6,199359,90912,487766
76,7,210912,115535,485645
76,8,203240,109988,471769
76,9,200842,106548,481454
76,10,210340,91335,478112
76,11,209690,98373,472819
76,12,215616,124672,480517
77,1,192553,106186,1320117
77,2,214460,135895,1328004
77,3,200282,103647,1338108
77,4,185346,115772,1324049
77,5,206380,132465,1335930
77,6,201973,120007,1338272
77,7,209929,105406,1334183
77,8,213036,116684,1335303
77,9,206188,133769,1338593
77,10,211071,133669,1329169
77,11,219332,132014,1335540
77,12,207957,112195,1335062
78,1,29573,14145,136510
78,2,28951,18643,137134
78,3,31000,13459,140366
78,4,28494,16559,136774
78,5,32803,18166,134610
78,6,28959,17662,131366
78,7,31045,12890,138729
78,8,30426,14807,143955
78,9,27780,12997,144091
78,10,31702,16492,139077
78,11,27481,14860,139676
78,12,27086,17765,133048
79,1,76869,28217,401123
79,2,72465,21889,395596
79,3,70972,29361,390851
79,4,76007,23971,393463
79,5,65962,30663,393028
79,6,69918,29285,392418
79,7,73011,26543,404227
79,8,76288,28996,409811
79,9,72485,24291,405007
79,10,75950,26937,393615
79,11,72672,27607,403489
79,12,63977,26149,397183
80,1,27149,10989,148520
80,2,32028,14184,146431
80,3,30215,12593,137143
80,4,32289,13079,151103
80,5,30855,10519,141732
80,6,30557,11917,143343
80,7,31215,10458,136951
80,8,32494,13240,138512
80,9,32297,13456,150880
80,10,30009,15061,139312
80,11,28719,14183,150573
80,12,28297,13619,151608
81,1,183404,131485,809812
81,2,188431,122874,796479
81,3,190742,115798,805185
81,4,197538,139437,806453
81,5,184577,110712,794276
81,6,211931,128214,805738
81,7,189300,117380,796468
81,8,194623,129727,809754
81,9,182502,121835,803683
81,10,215929,153047,804787
81,11,214586,118771,808164
81,12,183943,155941,804632
82,1,148252,120238,820286
82,2,159671,82878,821046
82,3,148752,109793,813316
82,4,151417,120542,820709
82,5,160866,93228,820321
82,6,164683,116422,819753
82,7,149681,110464,813075
82,8,151787,108264,819216
82,9,145842,115224,823780
82,10,144846,98874,827309
82,11,150415,116977,814661
82,12,140264,103456,827152
83,1,143359,80924,794297
83,2,159771,83367,794251
83,3,151762,86485,799270
83,4,163166,105554,794639
83,5,151703,103771,799496
83,6,140253,97485,792216
83,7,161222,82053,799065
83,8,157550,95687,790381
83,9,158777,95828,787732
83,10,139561,89663,788306
83,11,140985,83668,792843
83,12,162622,74408,799345
84,1,54351,21156,231537
84,2,49756,23814,245416
84,3,45454,23567,244198
84,4,51151,25918,249565
84,5,52735,18908,241043
84,6,45349,22717,233116
84,7,53391,19240,233206
84,8,52537,19728,234291
84,9,45496,24262,243724
84,10,51083,20312,245969
84,11,51956,23248,249917
84,12,48920,24495,245618
85,1,27525,12183,165522
85,2,29070,10835,164231
85,3,32599,12091,161061
85,4,31070,12369,164065
85,5,30717,13874,163829
85,6,28664,12177,170329
85,7,29733,14293,155016
85,8,29081,12999,158066
85,9,28871,12488,166170
85,10,32097,11149,171087
85,11,32007,15667,165095
85,12,32633,13091,163595
86,1,29825,14245,108627
86,2,30885,12164,107132
86,3,28765,11317,118868
86,4,27333,10740,111522
86,5,30981,12903,105435
86,6,32136,12612,111557
86,7,32455,12382,101360
86,8,27642,13058,103895
86,9,32641,13934,104682
86,10,31934,11630,101174
86,11,30188,12244,107315
86,12,28799,13893,108305
87,1,155990,102841,960077
87,2,144803,85776,953998
87,3,159029,89770,951416
87,4,148919,90379,950960
87,5,152552,94967,963711
87,6,153508,122148,955951
87,7,138097,92674,966974
87,8,157444,109257,958623
87,9,164507,96392,967803
87,10,145425,87462,951287
87,11,135817,107650,960050
87,12,152233,91197,965549
88,1,198667,134685,830187
88,2,202627,118436,827437
88,3,212336,153215,827634
88,4,198364,124980,820257
88,5,184745,159191,811388
88,6,201262,110296,822250
88,7,192472,122077,813600
88,8,206256,161220,817910
88,9,217124,154367,825701
88,10,189565,136322,826068
88,11,206471,112691,829305
88,12,202026,130402,823701
89,1,94339,48072,768163
89,2,93136,59403,781055
89,3,98383,45555,786024
89,4,104202,44032,772243
89,5,109373,47533,770914
89,6,94408,60640,770931
89,7,99292,49997,774475
89,8,98064,57830,772672
89,9,105619,50388,779229
89,10,106489,45098,777945
